transaction_count,account_balance,transaction_frequency_sent,transaction_frequency_received,unique_contacts_sent,unique_contacts_received,avg_value_sent,avg_value_received,total_ether_sent,total_ether_received,contract_creation,fraud_label
13,0.0021316468812452,353069.5,149601920.0,2,11,0.448255,0.081695,0.8965099897240005,0.8986416366052458,0,1
3,0.0021717208152149,533324.5,0.0,2,1,0.103914,0.21,0.207828279184785,0.21,0,1
6,0.0010500000000002,17072.5,411654242.0,1,4,1.259672,0.630098,2.519343426338061,2.520393426338061,0,1
12,0.000743908,485989.375,379927879.75,8,4,0.002657,0.0055,0.0212560919999999,0.022,0,1
32,0.0192393200450933,32281.933333,96823541.647059,15,15,0.192784,0.171235,2.8917530587477502,2.910992378792844,0,1
9,0.0022494862617135,541506.5,235123784.857143,2,6,0.871507,0.249323,1.743013703738287,1.7452631900000002,0,1
27,0.0398487398130481,85230.578947,206110104.625,13,7,0.025212,0.064859,0.4790208247571873,0.5188695645702355,0,1
2,0.000669980360763,0.0,0.0,1,1,0.23333,0.234,0.233330019639237,0.234,0,1
13,0.0016711636567574,122192.5,149700468.0,2,9,1.184593,0.215532,2.369185403735849,2.3708565673926065,0,1
34,0.0171055561677424,42978.368421,109894182.333333,14,11,0.209792,0.266876,3.9860404438322576,4.003146,0,1
62,0.0882383202826275,91702.020833,117723909.785714,29,13,0.05962,0.210714,2.8617616797173726,2.95,0,1
16,0.0100000000000006,675822.333333,126516382.692308,3,11,0.85,0.196923,2.55,2.5600000000000005,0,1
6,0.0007999999999999,0.0,329351121.8,1,3,1.1792,0.236,1.1792,1.18,0,1
6,0.0013866533306849,0.0,329254453.2,1,5,1.098613,0.22,1.098613346669315,1.1,0,1
5,0.0017356030075441,254845.5,548742693.666667,1,2,0.539634,0.360334,1.0792678032730505,1.0810034062805944,0,1
17,0.0004410000000008,0.0,102932019.375,1,16,2.889559,0.180625,2.889559,2.890000000000001,0,1
22,0.0036640245281849,473560.25,91458427.611111,3,10,0.915659,0.203683,3.662635923050906,3.6662999475790894,0,1
6,0.003384741574137,18323.0,823434485.5,3,2,0.299154,0.6,1.196615258425863,1.2,0,1
11,0.0004476839069851,0.0,164691896.0,1,9,1.909552,0.191,1.909552316093015,1.91,0,1
25,0.004999999999999,3904100.0,71591243.086957,2,21,2.0225,0.176087,4.045,4.049999999999999,0,1
35,0.0098467138955011,484109.375,61011127.888889,5,12,0.135644,0.040556,1.0851532861044992,1.0950000000000004,0,1
19,0.0150414308578379,328963.4,117571635.5,3,14,0.456992,0.164286,2.2849585691421623,2.3000000000000003,0,1
7,0.0009390998010871,0.0,274470543.666667,1,5,5.037912,0.839809,5.037912416129382,5.038851515930469,0,1
8,0.001572360550194,5932097.0,274498378.166667,2,6,0.449214,0.15,0.898427639449806,0.9,0,1
9,0.0359104900000009,18556.5,235293000.142857,1,4,3.0095,0.864987,6.019,6.054910490000001,0,1
2,0.001,0.0,0.0,1,1,0.249,0.25,0.249,0.25,0,1
14,0.0181044374699064,489350.545455,546805625.0,3,3,0.0612,0.230434,0.6731969173324118,0.6913013548023182,0,1
5,0.0004573878845339,0.0,411762925.25,1,4,0.719543,0.18,0.719542612115466,0.72,0,1
2,0.0009704408952846,0.0,0.0,1,1,0.002917,0.003888,0.0029174932897654,0.0038879341850501,0,1
17,0.0062881973181718,206106.75,182903327.888889,6,9,0.182976,0.163344,1.463811802681828,1.4701,0,1
6,0.0650935526064877,14534.0,412259151.25,2,4,2.253572,1.143059,4.50714394,4.572237492606488,0,1
4,0.0038601965376729,243402.333333,0.0,2,1,0.097757,0.297132,0.293271624877539,0.297131821415212,0,1
25,0.0015933703237216,0.0,68633872.25,1,19,5.798407,0.241667,5.79840662967628,5.800000000000002,0,1
5,0.0052722099999999,109896.0,548998891.666667,2,3,0.247364,0.166667,0.49472779,0.5,0,1
19,0.0002959436268179,0.0,91453757.277778,1,10,5.169819,0.287229,5.169819450429413,5.170115394056231,0,1
8,0.0295736251560498,30146.0,274492668.333333,2,3,0.53963,0.184806,1.07926086944523,1.1088344946012798,0,1
24,0.0064445999994808,53686.6,117645916.428571,6,10,0.152653,0.109498,1.526525400000519,1.53297,0,1
25,0.0103235158882162,423729.666667,102869752.3125,3,11,0.509008,0.286963,4.581076484111783,4.591399999999999,0,1
6,0.0022445279083709,0.0,329450079.6,1,5,1.337672,0.267983,1.337672449643013,1.339916977551384,0,1
7,0.007054037564479,367.333333,414581644.5,2,3,0.000489,0.00213,0.0014679162964309,0.00852195386091,0,1
7,0.0031418011529309,830.0,329523666.0,1,4,0.748429,0.3,1.496858198847069,1.5,0,1
8,0.0069157799560971,1378550.142857,0.0,6,1,0.142395,1.003684,0.9967683500439029,1.00368413,0,1
5,0.0012331749999998,8504.5,549223919.666667,2,3,0.514478,0.343396,1.028955148900579,1.030188323900579,0,1
23,-0.0274044504909283,11809.833333,96930965.411765,4,14,0.075538,0.025049,0.453229797,0.4258253465090716,0,1
3,0.0020791389903883,46.5,0.0,2,1,0.002349,0.006776,0.0046972257271134,0.0067763647175018,0,1
2,0.001354624883787,0.0,0.0,1,1,0.314135,0.31549,0.314135375116213,0.31549,0,1
19,0.0014280746796959,12637.5,96936023.176471,2,16,0.504286,0.059412,1.008571925320304,1.01,0,1
2,0.0011472018922979,0.0,0.0,1,1,0.082373,0.08352,0.0823732457966636,0.0835204476889616,0,1
4,0.0006446554275,0.0,549372943.333333,1,3,0.315355,0.105333,0.3153553445725,0.316,0,1
6,0.02,0.0,330333427.4,1,3,0.377473,0.079495,0.3774727841439186,0.3974727841439187,0,1
26,0.0015780578516428,0.0,65922389.64,1,14,3.065378,0.122678,3.065378041388513,3.0669560992401554,0,1
22,0.0092689690427874,61340.125,117709440.142857,4,12,0.272103,0.156149,2.176821814880036,2.1860907839228227,0,1
17,0.004,421091.75,127673924.461538,4,10,0.379,0.116923,1.516,1.52,0,1
4,0.0145374420186213,8733.333333,0.0,3,1,0.011163,0.048026,0.03348818,0.0480256220186213,0,1
41,0.0162516598845714,223010.6,53104122.774194,8,26,0.423805,0.137235,4.238048340115428,4.2543,0,1
22,0.0030000000000001,110858.666667,86756519.052632,1,16,1.377,0.217579,4.131,4.134,0,1
12,0.00182272,16223.666667,183168248.888889,3,7,0.043626,0.014744,0.13087728,0.1327,0,1
19,0.007203,608079.75,109938857.466667,3,12,0.844307,0.225629,3.37722806,3.3844310600000003,0,1
7,0.0012456095002466,0.0,274736439.0,1,5,2.033451,0.339116,2.033450620499753,2.03469623,0,1
61,0.020479429999999,73799.85,40172822.073171,19,39,0.188476,0.092439,3.76952057,3.789999999999999,0,1
17,0.0040000000000002,774954.333333,117588220.785714,3,13,0.355,0.076357,1.065,1.0690000000000002,0,1
27,0.0091788246808284,373773.333333,68755683.791667,3,18,1.066667,0.133716,3.2,3.2091788246808286,0,1
86,0.0049372984169648,142997.25,20104585.536585,4,62,0.650516,0.031793,2.602062701583033,2.606999999999998,0,1
36,0.0151845649405069,447595.8125,82543522.0,8,19,0.105121,0.084856,1.681930909452093,1.6971154743925998,0,1
40,0.0029045057467231,666730.0,44573429.459459,2,31,1.208365,0.098054,3.625095494253277,3.628000000000001,0,1
2,0.0004199999999999,0.0,0.0,1,1,0.99958,1.0,0.99958,1.0,0,1
27,0.0,0.0,61143261.296296,0,8,0.0,0.0,0.0,0.0,0,1
33,0.023485563681237,116863.578947,117795145.214286,14,11,0.067875,0.093793,1.289623426873039,1.313108990554276,0,1
6,0.0035648037361655,124239.5,412229716.5,1,4,1.646242,0.824012,3.292484187319888,3.296048991056053,0,1
13,0.0025312028499031,0.0,137405492.25,1,12,1.337469,0.111667,1.337468797150097,1.34,0,1
22,0.0221416600000003,176242.090909,149904302.727273,9,10,0.114351,0.116364,1.25785834,1.2800000000000002,0,1
4,0.0008399999999999,127.0,759883480.0,1,2,0.19958,0.2,0.39916,0.3999999999999999,0,1
2,0.0017200967278951,0.0,0.0,1,1,1.09628,1.098,1.096279903272105,1.098,0,1
18,0.0733148205999121,145664.142857,149958793.363636,5,10,0.255241,0.169091,1.786685179400088,1.86,0,1
6,0.0011340000000004,0.0,329792160.8,1,4,4.293833,0.858993,4.29383294,4.29496694,0,1
2,0.002532470643885,0.0,0.0,1,1,0.497468,0.5,0.497467529356115,0.5,0,1
23,0.0198281992300586,59242.181818,138333751.083333,4,12,0.442555,0.407328,4.868107464224563,4.887935663454622,0,1
24,0.0382456762878362,147771.363636,126836690.769231,11,12,0.366523,0.313077,4.031754323712164,4.07,0,1
10,0.00798,110344.833333,412233579.25,4,3,0.19867,0.3,1.19202,1.2,0,1
50,0.008456017590471,124359.428571,38392185.790698,3,36,0.619891,0.101109,4.339233982409532,4.347690000000003,0,1
2,0.001401501410736,0.0,0.0,1,1,0.098598,0.1,0.098598498589264,0.1,0,1
7,0.0021630000000003,181706.666667,412426806.5,1,4,0.840314,0.630776,2.520941058889453,2.5231040588894533,0,1
16,0.0131264600000001,516760.583333,413622379.25,10,4,0.050389,0.15445,0.60467354,0.6178000000000001,0,1
2,0.003,0.0,0.0,1,1,0.097,0.1,0.097,0.1,0,1
21,0.0103735531103033,34442.8,150252254.818182,8,11,0.175029,0.160061,1.7502938729584248,1.760667426068728,0,1
4,0.0029212556329539,251.5,828233212.5,1,1,0.00649,0.007951,0.0129803362608672,0.0159015918938212,0,1
2,0.00453112,0.0,0.0,1,1,0.016074,0.020605,0.016074,0.02060512,0,1
56,0.0069999999999987,761084.222222,35196676.787234,9,38,0.525333,0.100745,4.728,4.734999999999999,0,1
22,0.0030000000000003,196223.333333,86823090.578947,1,16,0.564667,0.089316,1.694,1.6970000000000005,0,1
5,0.0001680000000416,1324.0,506718689.333333,1,3,1.021006,0.680727,2.042011999999958,2.04218,0,1
29,0.0028000000000005,378216.5,61099133.888889,2,25,1.59,0.117881,3.18,3.1828000000000007,0,1
3,0.0012154897365448,0.0,824757999.0,1,2,2.498785,1.25,2.498784510263455,2.5,0,1
22,0.0110122201425177,11784.416667,164986209.3,4,9,0.122872,0.148547,1.474462699857482,1.48547492,0,1
8,0.0010999999999996,0.0,235684078.857143,1,4,1.6489,0.235714,1.6489,1.6499999999999997,0,1
42,0.0029624000000012,205374.666667,42323555.897436,1,28,1.365679,0.105128,4.0970376,4.100000000000001,0,1
21,0.0015352894585138,66315.5,86831490.736842,1,16,0.926732,0.097632,1.8534647105414856,1.855,0,1
5,0.01,0.0,412477227.0,1,2,0.39,0.1,0.39,0.4,0,1
8,0.000861,0.0,217174006.571429,1,7,2.992823,0.427669,2.99282293,2.99368393,0,1
56,0.0033424837097273,8718.0,31138197.188679,2,41,1.911333,0.108252,5.734,5.737342483709727,0,1
5,0.0062608035595788,141089.0,825099004.5,3,2,0.073246,0.113,0.2197391964404211,0.2259999999999999,0,1
2,0.001214876413884,0.0,0.0,1,1,0.030566,0.031781,0.0305662280177109,0.0317811044315949,0,1
6,0.001596,0.0,330109985.2,1,5,0.898404,0.18,0.898404,0.9,0,1
6,0.0007673400000001,0.0,330138877.0,1,5,0.599233,0.12,0.59923266,0.6000000000000001,0,1
6,0.000880151013672,0.0,330387391.8,1,5,1.894078,0.378992,1.8940780709963936,1.8949582220100656,0,1
12,0.0048273340184676,6065.25,206328764.0,1,8,0.125781,0.063494,0.503123851,0.5079511850184677,0,1
5,0.0015959999999999,0.0,412657368.0,1,4,1.045827,0.261856,1.045826947148727,1.0474229471487269,0,1
52,0.0102522020769226,29592.0,39302315.5,7,39,0.539975,0.12881,5.399747797923079,5.410000000000002,0,1
5,0.00238699834191,311322.5,550552173.666667,2,3,0.098807,0.066667,0.19761300165809,0.2,0,1
3,0.0999999999999999,9546.0,0.0,1,1,0.1,0.3,0.2,0.3,0,1
47,0.0236596728211706,122645.133333,51581155.8125,15,27,0.218289,0.103063,3.2743403271788285,3.297999999999999,0,1
8,0.0082776918409424,602114.428571,0.0,3,1,0.00246,0.0255,0.0172223081590575,0.0255,0,1
9,0.0012826929846989,625228.0,235956940.285714,2,6,0.449359,0.128571,0.898717307015301,0.8999999999999999,0,1
18,0.0161882288334682,686193.4,127049966.153846,4,11,0.364362,0.141385,1.821811771166532,1.838,0,1
36,0.0079780990591564,58982.857143,56954643.862069,7,20,0.384586,0.093106,2.6921,2.7000780990591564,0,1
7,0.0097972026210069,21835.666667,0.0,6,1,0.2817,1.7,1.690202797378993,1.7,0,1
24,0.0156467233950721,21110.636364,127066734.615385,2,13,0.12585,0.107692,1.384353276604928,1.4,0,1
6,0.0016169999999999,0.0,330253245.2,1,5,3.554763,0.711276,3.5547628224872105,3.5563798224872105,0,1
18,0.0077436424974028,762601.833333,137977625.833333,6,11,0.13265,0.06697,0.7958983575025971,0.803642,0,1
5,0.00828,577826.333333,825752564.0,2,1,0.063907,0.1,0.19172,0.2,0,1
38,0.0028685780972104,1329193.0,47252011.371429,3,27,1.82571,0.156571,5.47713142190279,5.48,0,1
28,0.01309,1045691.0,82587495.85,2,15,0.705864,0.283,5.646909999999999,5.659999999999999,0,1
16,0.1022285174827411,17843.583333,413059780.5,7,3,0.000729,0.027745,0.0087497594597448,0.110978276942486,0,1
9,0.003465856449258,1551228.666667,275337819.166667,2,6,0.908721,0.454938,2.726161853550742,2.72962771,0,1
10,0.00829252369489,898.0,206480699.125,2,7,2.49,0.623537,4.98,4.9882925236948905,0,1
5,0.001715287159941,0.0,413021830.0,1,4,2.98,0.745429,2.98,2.981715287159941,0,1
17,0.001208957063433,0.0,103336374.25,1,8,2.398791,0.15,2.398791042936567,2.4,0,1
23,0.0007939561662899,0.0,75160665.863636,1,9,6.052206,0.275136,6.05220604383371,6.053,0,1
74,0.0336186259014545,31021.792453,78947108.238095,26,14,0.034189,0.087887,1.812001837799475,1.8456204637009297,0,1
67,0.0583758214663182,1469.666667,48615633.823529,15,21,0.00194,0.0036,0.0640358458799568,0.1224116673462751,0,1
76,0.032693273835787,46840.87931,91828474.555556,20,11,0.07313,0.237457,4.241541169910104,4.274234443745891,0,1
3,0.0028,1060397.0,0.0,2,1,0.011,0.0248,0.022,0.0248,0,1
48,0.0060806762753724,31367.375,41343390.975,4,32,0.63674,0.1275,5.093919323724627,5.1,0,1
2,0.0003989999999999,0.0,0.0,1,1,0.499601,0.5,0.499601,0.5,0,1
6,0.007622073655114,876159.0,0.0,5,1,0.018338,0.099313,0.0916911763448859,0.09931325,0,1
9,0.0017672332429921,2725131.0,236322462.0,2,7,1.224116,0.35,2.448232766757008,2.45,0,1
4,0.0008399999999999,0.0,551196101.0,1,3,0.179196,0.060012,0.1791958766622258,0.1800358766622258,0,1
3,0.0017520699999999,0.0,826850570.5,1,2,1.27174,0.636746,1.27174,1.27349207,0,1
10,0.0005492414752229,0.0,183748357.0,1,6,0.989451,0.11,0.989450758524777,0.99,0,1
2,0.001,0.0,0.0,1,1,0.79,0.791,0.79,0.791,0,1
10,0.003355835347095,116006.0,206814874.5,1,5,0.838322,0.21,1.6766441646529051,1.6800000000000002,0,1
11,0.0056560309560719,163529.75,236338321.0,2,6,0.152086,0.087714,0.608343969043928,0.6139999999999999,0,1
3,0.0009207096497336,1292.5,0.0,2,1,0.792012,1.584945,1.5840238876596002,1.584944597309334,0,1
2,0.001735682775582,0.0,0.0,1,1,0.098264,0.1,0.098264317224418,0.1,0,1
21,0.0060000000000002,226886.0,87085781.421053,1,17,1.247,0.131579,2.494,2.5000000000000004,0,1
14,0.0105374143816361,61324.0,330910041.4,5,5,0.200128,0.362338,1.8011538193648982,1.8116912337465343,0,1
19,0.0033990912731569,43375.0,103405478.3125,3,16,1.598867,0.3,4.796600908726842,4.799999999999999,0,1
14,0.0040222163246579,479749.25,827330346.5,12,2,0.016915,0.1035,0.202977783675342,0.207,0,1
3,0.000441,0.0,758295337.5,1,2,0.999559,0.5,0.999559,1.0,0,1
18,0.03818957,698955.058824,0.0,3,1,0.000695,0.05,0.01181043,0.05,0,1
59,0.0846727014671948,139920.537037,330741564.6,5,5,0.00243,0.043179,0.1312240455232261,0.215896746990421,0,1
4,0.0037373024851026,1872584.0,0.0,2,1,0.003025,0.012812,0.0090742375148973,0.01281154,0,1
26,0.0086145768242476,644330.333333,82710504.2,3,16,0.36584,0.110183,2.195041832991277,2.203656409815525,0,1
11,0.0009999999999998,1440289.0,168865430.888889,2,9,1.387,0.308333,2.774,2.775,0,1
557,0.0974857343595769,274925.571429,3014655.114545,6,50,0.297256,0.003961,2.0807928729772227,2.1782786073368,0,1
8,0.0136798713981355,48140.857143,0.0,3,1,0.03471,0.256651,0.2429706360023799,0.2566505074005155,0,1
5,0.002412732523068,1020401.666667,827708204.5,3,2,0.065862,0.1,0.197587267476932,0.2,0,1
14,0.0040260000000003,59258.0,150642893.0,3,5,0.565325,0.154545,1.695974,1.7000000000000004,0,1
67,0.0569719247750022,48238.0,28614121.965517,4,47,0.66909,0.104807,6.021814,6.078785924775002,0,1
5,0.044,1749264.75,0.0,3,1,0.0015,0.05,0.006,0.05,0,1
32,0.0,51804054.5625,0.0,1,0,0.0,0.0,0.0,0.0,0,1
8,0.0008400000000001,0.0,217206717.714286,1,7,4.894765,0.699372,4.8947652589842745,4.895605258984275,0,1
43,0.0261562880810508,134934.857143,57117764.586207,8,26,0.07983,0.039441,1.117625493875216,1.143781781956267,0,1
21,0.04947666,3151.85,0.0,18,1,0.00125,0.074475,0.02499841,0.07447507,0,1
3,0.0020895623121125,484076.0,0.0,2,1,0.008955,0.02,0.0179104376878874,0.02,0,1
2,0.000861,0.0,0.0,1,1,0.887206,0.888067,0.8872062,0.8880672,0,1
2,0.01,0.0,0.0,1,1,0.0,0.01,0.0,0.01,0,1
8,0.0011549999999997,140.25,379859318.0,4,2,0.323231,0.323519,1.29292248,1.29407748,0,1
4,0.0020790000000001,0.0,507153455.333333,1,3,1.597921,0.533333,1.597921,1.6,0,1
6,0.013101564,18674879.8,0.0,4,1,0.004672,0.036461,0.0233599326679991,0.0364614966679991,0,1
19,0.013771075,219.411765,762073978.0,14,2,0.000707,0.012897,0.012022678,0.025793753,0,1
11,0.0165148461402258,185050.4,253840995.166667,2,6,0.5052,0.423752,2.526,2.542514846140226,0,1
6,0.00131,200874.5,380337179.5,2,4,0.030345,0.0155,0.0606899999999999,0.062,0,1
24,0.001722,54442.5,69153565.227273,2,18,2.205907,0.200615,4.411813015,4.413535015,0,1
8,0.0024033799999998,139634.0,254043337.666667,1,5,0.539798,0.180333,1.07959662,1.082,0,1
5,0.001449,1150972.333333,760906685.0,2,2,1.666184,2.5,4.998551,5.0,0,1
11,0.0057487752999998,414030.444444,761195207.0,9,2,0.12249,0.554081,1.1024137367,1.1081625119999998,0,1
2,0.0008399999999999,0.0,0.0,1,1,1.19916,1.2,1.19916,1.2,0,1
2725,0.0121913616193466,26692.28917,40147092.105263,45,16,0.000159,0.011587,0.428114213167181,0.4403055747865277,0,1
2,0.0,761454519.0,0.0,1,0,0.0,0.0,0.0,0.0,0,1
137,0.0037639599999934,1541296.083333,13476520.185841,15,108,0.195219,0.041496,4.685258299999998,4.689022259999992,0,1
12,0.0009891399999999,100956.4,221976572.857143,4,6,0.244558,0.174826,1.22278995,1.22377909,0,1
5,0.0008630909999998,0.0,380736373.75,1,4,2.770024,0.692722,2.770023859,2.77088695,0,1
3,0.0008630909999999,0.0,761503895.0,1,2,0.699137,0.35,0.699136909,0.7,0,1
34,0.0672524231332625,3788965.724138,301388844.2,18,4,0.089834,0.53449,2.6052,2.6724524231332625,0,1
50,0.0122629160706018,2751671.483871,80439458.0,26,19,0.049127,0.080801,1.5229505957652878,1.5352135118358896,0,1
2,0.000861,0.0,0.0,1,1,0.313139,0.314,0.313139,0.314,0,1
48,0.0207784049004762,1935157.230769,169181450.111111,27,5,0.019262,0.085778,0.7512199850995238,0.77199839,0,1
7,0.0026273900000001,582948.0,762481940.0,3,2,0.1195,0.300064,0.5974999999999999,0.60012739,0,1
8,0.0006752999999999,9731.6,507919769.666667,5,3,0.299865,0.5,1.4993247,1.5,0,1
8,0.0017219999999991,222144.5,253975322.166667,2,5,2.094561,0.698474,4.189121350000001,4.19084335,0,1
2,0.000861,0.0,0.0,1,1,0.499651,0.500512,0.49965054,0.50051154,0,1
2,0.0004619999999999,0.0,0.0,1,1,0.955904,0.956366,0.95590427,0.95636627,0,1
3,0.00079992,5032778.5,0.0,2,1,0.2496,0.5,0.49920008,0.5,0,1
4,0.0004830000004829,2129998.5,759717775.0,2,2,0.197208,0.19745,0.394416949999517,0.39489995,0,1
9,0.000648,315317.666667,254241950.5,3,4,0.042647,0.021431,0.127940116211,0.128588116211,0,1
3,0.000861,0.0,762059013.0,1,2,1.999139,1.0,1.999139,2.0,0,1
2,0.000483,0.0,0.0,1,1,0.999034,0.999517,0.999034,0.999517,0,1
13,0.0008609999999986,0.0,127042671.5,1,9,4.205404,0.350522,4.205403837,4.206264836999999,0,1
9,0.0051843619999999,1475935.285714,757154684.0,7,2,0.010254,0.038481,0.071776970890561,0.076961332890561,0,1
7,0.001722,388443.5,315851885.4,2,5,1.296489,0.51894,2.592978,2.5947,0,1
31,0.0014381306513902,2158661.652174,191959303.125,18,1,0.0,0.00018,0.0,0.0014381306513902,0,1
3,0.002384355,8734596.5,0.0,2,1,0.00062,0.003625,0.001240965,0.00362532,0,1
2,0.01,0.0,0.0,1,1,1.09,1.1,1.09,1.1,0,1
22,0.0,69651418.272727,0.0,5,0,0.0,0.0,0.0,0.0,0,1
6,0.0008610000000004,0.0,305014393.0,1,4,5.009068,1.001986,5.00906763,5.00992863,0,1
5,0.000861,0.0,381252261.5,1,4,2.71623,0.679273,2.71622989,2.71709089,0,1
6,0.0032599999999999,612511.333333,507028816.0,3,3,0.003247,0.004333,0.00974,0.013,0,1
4,0.0002309999999998,0.0,508359644.0,1,3,3.399769,1.133333,3.399769,3.4,0,1
7,0.0043050000000002,127318.8,762544534.0,5,2,0.299139,0.75,1.4956949999999998,1.5,0,1
3,0.000861,0.0,762556809.0,1,2,1.009139,0.505,1.009139,1.01,0,1
3,0.0010989895199999,1631.0,0.0,2,1,0.009451,0.02,0.01890101048,0.02,0,1
4,0.0003989999999998,98881.0,762620697.0,1,2,2.499801,2.5,4.999601,5.0,0,1
19,0.000861,0.0,84664780.444444,1,18,0.209224,0.011671,0.209224,0.210085,0,1
6,0.000966,2337503.5,379007352.5,2,1,0.824478,0.41248,1.64895526,1.64992126,0,1
59,0.0451012288130818,2380251.804878,85117327.222222,36,18,0.042119,0.098444,1.7268978421608572,1.771999070973939,0,1
48,0.0402229403182261,1626.347826,828991712.5,17,2,0.012826,0.315111,0.59,0.6302229403182261,0,1
52,0.0399999999999999,27080.92,828999810.5,18,2,0.0092,0.25,0.46,0.5,0,1
6,0.0062517357880415,1040.25,777841078.0,1,2,0.0,0.003126,0.0,0.0062517357880415,0,1
1,0.0,0.0,0.0,1,0,0.0,0.0,0.0,0.0,0,1
1,0.0,0.0,0.0,1,0,0.0,0.0,0.0,0.0,0,1
22,0.0471622976650909,661376.5,780436395.0,1,2,0.0,0.023581,0.0,0.0471622976650909,0,1
26,0.0190430448,727474.5,779393001.0,2,1,0.000115,0.010896,0.0027481515624799,0.0217911963624799,0,1
2,0.002,0.0,0.0,1,1,0.0,0.002,0.0,0.002,0,1
4,0.00284,1278.5,779497830.5,2,2,0.002949,0.004369,0.0058982374459594,0.0087382374459594,0,1
14,0.0046874543839414,711945.444444,312033460.8,3,2,0.186222,0.336137,1.676,1.6806874543839414,0,1
3,0.00092904,782906.5,0.0,2,1,3.5e-05,0.001,7.096e-05,0.001,0,1
11,0.0178631890525709,3154470.0,781064400.5,2,1,0.000193,0.009798,0.0017331022530329,0.0195962913056038,0,1
1,0.0,0.0,0.0,0,1,0.0,0.0,0.0,0.0,0,1
1,0.0,0.0,0.0,0,1,0.0,0.0,0.0,0.0,0,1
15,0.0255290699999998,72.857143,207282344.625,1,2,0.1162,0.104866,0.8134025500000001,0.8389316199999999,0,0
2,0.0013854864004916,0.0,0.0,1,1,0.394843,0.396229,0.3948431074265757,0.3962285938270673,0,0
5,0.0073364171998945,34216.75,0.0,2,1,0.03746,0.157177,0.1498410254005452,0.1571774426004398,0,0
2,0.0005383628321609,0.0,0.0,1,1,0.216417,0.216955,0.216416985405574,0.216955348237735,0,0
2,0.0005063181908789,0.0,0.0,1,1,0.120167,0.120674,0.12016737,0.120673688190879,0,0
2,0.00028136,0.0,0.0,1,1,0.384,0.384281,0.384,0.38428136,0,0
10,0.0028855889999999,365959.0,331651892.6,3,3,0.854915,0.855492,4.274575991,4.27746158,0,0
2,0.007,0.0,0.0,1,1,0.0,0.007,0.0,0.007,0,0
6,0.0017732202657332,149.666667,552752939.333333,3,2,1.184071,1.184662,3.552213913726558,3.553987133992292,0,0
6,-0.0318057986110017,596961.75,829127591.0,4,2,0.01058,0.005257,0.0423200857438865,0.0105142871328847,0,0
6,0.0134999999999999,733939.4,0.0,4,1,0.0073,0.05,0.0365,0.05,0,0
4460,-1.0978526876999992e-08,414579.670491,1561.745011,2,1,0.0,0.0,1.0978526876999992e-08,0.0,0,0
3,0.0008957699923052,112749.5,0.0,2,1,0.001135,0.003166,0.0022706000076947,0.00316637,0,0
3,0.0021051358719173,441.0,0.0,2,1,0.000534,0.003173,0.0010675041280826,0.00317264,0,0
2,0.0006299999999999,0.0,0.0,1,1,0.000438,0.001068,0.0004375041280826,0.0010675041280826,0,0
5,0.020784,959.0,553055962.0,2,3,0.474608,0.323333,0.949216,0.97,0,0
22,0.03829616842218,632604.733333,235538599.428571,8,5,0.061162,0.136532,0.91742680157782,0.95572297,0,0
4,0.0020372443583034,250193.666667,0.0,2,1,0.027905,0.085753,0.0837157556416965,0.085753,0,0
16,0.105,842849.0,823229690.5,7,1,0.0,0.0525,0.0,0.105,0,0
13,0.0043126770058479,92388.571429,276407143.166667,4,3,0.065565,0.077211,0.4589521998522191,0.463264876858067,0,0
42,0.0718277654925916,308061.033333,137664265.833333,16,3,0.015047,0.043604,0.4514144494613655,0.5232422149539572,0,0
55,0.0,0.0,30209949.909091,0,1,0.0,0.0,0.0,0.0,0,0
7,0.0083827300050455,84065.0,828919471.0,3,2,0.000789,0.006164,0.0039447699949544,0.0123275,0,0
6,0.0158853854761227,12104.4,0.0,4,1,0.22209,1.126335,1.1104491853983656,1.1263345708744883,0,0
4,0.0041236256984359,1265.5,829551715.5,2,2,0.139053,0.141114,0.2781050973513576,0.2822287230497936,0,0
9,0.0136369120300453,395.714286,829128913.0,5,2,0.009739,0.040906,0.0681749879699546,0.0818118999999999,0,0
21,0.0176570953728799,49.7,151035418.272727,1,1,0.0,0.001605,0.0,0.0176570953728799,0,0
22,0.0691242558336838,2717683.894737,535541091.0,9,2,0.027225,0.195464,0.5172671741663161,0.5863914299999999,0,0
7,0.0101341026766059,384123.2,828169620.5,2,1,0.101973,0.26,0.509865897323394,0.52,0,0
1,0.015,0.0,0.0,0,1,0.0,0.015,0.0,0.015,0,0
23,0.0786937641040988,1115259.52381,817419408.5,7,2,0.02302,0.281057,0.4834198457031819,0.5621136098072808,0,0
3318,0.0,553831.403532,1972.712934,2,1,0.0,0.0,0.0,0.0,0,0
10000,0.0,0.0,163032.2821,0,2,0.0,0.0,0.0,0.0,0,0
66,0.0983286855812823,85589.396552,207125235.25,9,4,0.018467,0.146179,1.0710993953250736,1.169428080906356,0,0
23,0.032,38183.888889,331651236.8,5,2,0.0,0.0064,0.0,0.032,0,0
52,0.044432034,17521.0625,82985248.25,10,1,0.008685,0.016117,0.27791019145406,0.32234222545406,0,0
24,0.029941817135396,245948.857143,97561411.588235,4,2,0.03437,0.015914,0.2405905129799482,0.2705323301153443,0,0
9,0.05,2815984.714286,819273687.0,2,2,0.128571,0.475,0.9,0.95,0,0
4,0.0030406399999999,27639.0,829102184.5,2,1,0.44848,0.45,0.8969593600000001,0.9,0,0
